testo_corretto;count
gestione ileostomia o colonstomia;1
gestione funzione nutrizionale gestione gastrostomia endoscopica percutanea accesso venoso centrale e periferico;1
gestione idratazione endovena sottocute;1
gestione idratazione endovena o sottocute;1
gestione idratazione e nutrizione net nutrizione parenterale totale;1
gestione glicemia utente pediatrico istituto formativo;1
gestione gestione dolore linea infusiva;1
gestione gestione catetere venoso;1
gestione gastrostomia gastrostomia endoscopica percutanea riguardo bottone a basso profilo digiunostomia;1
gestione gastrostomia endoscopica percutanea valutazione parametri funzionale;1
gestione idratazione sottocute;1
gestione lesioni trofico;1
gestione lesioni ferita chirurgico da trauma;1
gestione lesioni da decubito;1
gestione lesioni complesso;1
gestione lesioni arto inferiore di natura vascolare o diabete;1
gestione lesioni arto inferiore;1
gestione lesione da compressione compliance terapia;1
gestione lesione chirurgico;1
gestione infusione venoso e sotto cutanea;1
gestione le gastrostomia endoscopica percutanea;1
gestione lavaggio catetere venoso centrale;1
gestione istituzione gastrostomia endoscopica percutanea;1
gestione ipodermoclisi;1
gestione ipodermico educativo;1
gestione intradermica;1
gestione inserimento sondino naso gastrico gastrostomia endoscopica percutanea;1
gestione inserimento catetere venoso;1
gestione inr con coagulometro ;1
gestione legge di protezione dei dati;1
gestione gastrostomia endoscopica percutanea ed enterostomia;1
gestione gastrostomia endoscopica percutanea ed educazione;1
gestione gastrostomia endoscopica percutanea ed ed ne alla gestione;1
gestione gastrostomia endoscopica percutanea e sondino nasogastrico;1
gestione gastrostomia endoscopica percutanea e sondino;1
gestione gastrostomia endoscopica percutanea e s n g;1
gestione gastrostomia endoscopica percutanea e posizionamento nutrizione enterale;1
gestione gastrostomia endoscopica percutanea e nutrizione;1
gestione gastrostomia endoscopica percutanea stomie;1
gestione gastrostomia endoscopica percutanea e ne;1
gestione gastrostomia endoscopica percutanea e infusione di ne;1
gestione gastrostomia endoscopica percutanea e ileostomia;1
gestione gastrostomia endoscopica percutanea e drenaggio;1
gestione gastrostomia endoscopica percutanea digiunostomia;1
gestione gastrostomia endoscopica percutanea controllo palloncino di ancoraggio;1
gestione gastrostomia endoscopica percutanea colonstomia urostomia;1
gestione gastrostomia endoscopica percutanea catetere venoso centrale stomie e cannula endotracheale;1
gestione funzione urinario sostituzione catetere venoso gestione evacuazione;1
gestione gastrostomia endoscopica percutanea e net inserimento s n g;1
gestione gastrostomia endoscopica percutanea sostituzione;1
gestione gastrostomia endoscopica percutanea sondino naso gastrico tracheostomia;1
gestione gastrostomia endoscopica percutanea sondino naso gastrico educazione caregiver caregiver alla ne domiciliare;1
gestione gastrostomia endoscopica percutanea sondino drenaggio;1
gestione gastrostomia endoscopica percutanea posizionamento sostituzione e gestione sondino naso gastrico;1
gestione gastrostomia endoscopica percutanea pompa alimentazione;1
gestione gastrostomia endoscopica percutanea peripherally inserted central catheter port-a-cath;1
gestione gastrostomia endoscopica percutanea peripherally inserted central catheter catetere venoso prelievo;1
gestione gastrostomia endoscopica percutanea gastrodigiunostomia endoscopica percutanea;1
gestione gastrostomia endoscopica percutanea o sonda nutrizione;1
gestione gastrostomia endoscopica percutanea o net;1
gestione gastrostomia endoscopica percutanea nutrizione parenterale totale;1
gestione gastrostomia endoscopica percutanea nutrizione enterale e addestramento caregiver caregiver;1
gestione gastrostomia endoscopica percutanea nutrizione enterale addestramento al caregiver caregiver;1
gestione gastrostomia endoscopica percutanea nutrizione enterale;1
gestione gastrostomia endoscopica percutanea net nutrizione parenterale totale;1
gestione gastrostomia endoscopica percutanea medicazione e cambio;1
gestione gastrostomia endoscopica percutanea istruzione del caregiver;1
gestione gastrostomia endoscopica percutanea o sondino naso gastrico con alimentazione enterale e gestione nutripompa;1
gestione device ecc;1
gestione device centrale;1
gestione device catetere venoso centrale port-a-cath;1
gestione device catetere venoso centrale catetere venoso periferico posizionamento c v sostituzione e gestione;1
gestione device accesso vascolare e catetere vescicale;1
gestione denaturazione in paziente critico;1
gestione delle stomie esame tracheostomia gastrostomia endoscopica percutanea;1
gestione delle stomie alvo;1
gestione e posizionamento terapia infusionale;1
gestione delle funzione urinario;1
gestione delle funzione intestinale;1
gestione delle complicanza assistenziale;1
gestione della terapia sotto cutanea;1
gestione della terapia orale endovena e sottocute;1
gestione della terapia intramuscolare;1
gestione della terapia infusiva venoso;1
gestione della terapia infusionale;1
gestione delle secrezioni tracheale bronco aspirazione;1
gestione di gastrostomia endoscopica percutanea per alimentazione enterale;1
gestione di gastrostomia endoscopica percutanea gastrico e duodenale;1
gestione di gastrostomia endoscopica percutanea e digiunostomia endoscopica percutanea;1
gestione di gastrostomia endoscopica percutanea;1
gestione di cura palliative domiciliare assieme al medico palliativista;1
gestione di cura palliative a domicilio visita con medico palliativista;1
gestione di catetere vescicale o altri presidi;1
gestione di catetere venoso centrale port-a-cath e peripherally inserted central catheter;1
gestione device gastrostomia endoscopica percutanea tracheostomia peripherally inserted central catheter e o midline drenaggio;1
gestione di catetere sonda ecc;1
gestione di cannula tracheostomia in paziente con patologie degenerativo;1
gestione di accesso venoso periferico e sotto cutaneo;1
gestione di accesso centrale prevalentemente peripherally inserted central catheter;1
gestione device via urinario;1
gestione device venoso centrale e periferico;1
gestione device vascolare;1
gestione device peripherally inserted central catheter midline catetere venoso centrale port-a-cath;1
gestione device peripherally inserted central catheter e port-a-cath medicazione e lavaggio;1
gestione di catetere venoso centrale peripherally inserted central catheter e port-a-cath a catetere;1
gestione del dolore nel paziente oncologico e preparazione terapia in elastomero;1
gestione del catetere venoso;1
gestione del catetere;1
gestione dei sintomo;1
gestione dei s n g gastrostomia endoscopica percutanea;1
gestione dei presidi antidecubito;1
gestione dei macchinario;1
gestione dei catetere centrale;1
gestione della terapia endovenoso e terapia ipodermico;1
gestione degli accesso venoso periferico e centrale e sottocute;1
gestione cura palliative;1
gestione controllo alvo;1
gestione contesto sociale difficile attivando assistente sociale;1
gestione contesto difficile sociale in collaborazione con assistente sociale;1
gestione con pompa per nutrizione parenterale totale da alimentazione in paziente disfagico;1
gestione colonstomia urostomia pielostomia;1
gestione colonstomia urostomia e pielostomia;1
gestione colonstomia urostomia;1
gestione dei accesso venoso;1
gestione della presa in carico del paziente;1
gestione della parenterale;1
gestione della nutrizione parenterale;1
gestione della nutrizione artificiale enterale e parenterale;1
gestione della mobilizzazione;1
gestione della funzionalitÃ  urinario;1
gestione della cute;1
gestione della;1
gestione del dolore sedazione terminale;1
gestione del ventilatore meccanico degli apparecchio per l aspirazione e di altri presidi;1
gestione del ventilatore e ossigeno terapia;1
gestione del tracheostomia;1
gestione del sondino naso gastrico;1
gestione del peripherally inserted central catheter o accesso venoso centrale;1
gestione del peripherally inserted central catheter e a catetere;1
gestione del peripherally inserted central catheter;1
gestione del lutto;1
gestione del gastrostomia endoscopica percutanea;1
gestione dell evacuazione;1
gestione e facilitazione delle relazione con millimetri di mercurio e altri professionista della rete multidisciplinare;1
gestione e educazione stomie;1
gestione e cura di lesioni da decubito;1
gestione e cura di colonstomia urostomia ileostomia;1
gestione e cura cavo orale;1
gestione e cura catetere venoso centrale;1
gestione e coordinamento delle prestazione dei piano assistenziale individuale;1
gestione e compilazione della documentazione accertamento scale di valutazione;1
gestione di medicazione per lesioni da pressione pervenute da ospedale;1
gestione e cambio sondino naso gastrico e gastrostomia endoscopica percutanea;1
gestione e cambio sondino naso gastrico;1
gestione e cambio gastrostomia endoscopica percutanea insegnamento gestione n e;1
gestione e cambio gastrostomia endoscopica percutanea e sondino;1
gestione e cambio catetere vescicale e alvo;1
gestione e cambio catetere venoso periferico;1
gestione e addestramento sondino naso gastrico gestione e addestramento gastrostomia endoscopica percutanea net;1
gestione e addestramento nutrizione parenterale totale;1
gestione e cambio stomie;1
gestione e posizionamento pompa elastomerico;1
gestione e posizionamento accesso venoso;1
gestione e o cambio catetere vescicale;1
gestione e monitoraggio drenaggio addominale e toracico;1
gestione e monitoraggio catetere venoso centrale;1
gestione e medicazione stomie;1
gestione e medicazione port-a-cath a catetere;1
gestione e medicazione lesione da decubito;1
gestione e inserimento catetere vescicale;1
gestione e medicazione della stomia;1
gestione e medicazione catetere venoso centrale e catetere venoso periferico;1
gestione e medicazione accesso venoso peripherally inserted central catheter catetere venoso centrale;1
gestione e medicazione accesso centrale;1
gestione e med accesso centrale;1
gestione e lavaggio peripherally inserted central catheter;1
gestione e istruzione caregiver caregiver;1
gestione e introduzione e cambio di catetere vescicale;1
gestione e introduzione catetere vescicale;1
gestione e medicazione gastrostomia endoscopica percutanea;1
gestione dispositivo venoso;1
gestione dispositivo vena centrale peripherally inserted central catheter porte ecc;1
gestione dispositivo vascolare;1
gestione dispositivo port-a-cath peripherally inserted central catheter;1
gestione dispositivo midline;1
gestione dispositivo gastrostomia endoscopica percutanea sondino naso gastrico;1
gestione dispositivo gastrostomia endoscopica percutanea;1
gestione dispositivo centrale;1
gestione e addestramento n e;1
gestione dimissione protetta;1
gestione digiunostomia endoscopica percutanea gastrostomia endoscopica percutanea;1
gestione di terapia sottocute instramuscolare endovena;1
gestione di sondino naso gastrico;1
gestione di pompa elastomerico in paziente con scompenso cardiaco;1
gestione di pompa antalgico elastomerico;1
gestione di paziente in cura palliative a domicilio;1
gestione di paziente con gastrostomia endoscopica percutanea;1
gestione di npt;1
gestione dispositivo ad infusione continuativo;1
gestione e addestramento alla terapia enterale;1
gestione durata enterale;1
gestione drenaggio urinario renale;1
gestione drenaggio toracico medicazione;1
gestione drenaggio stomie tracheostomia;1
gestione drenaggio sondino naso gastrico gastrostomia endoscopica percutanea;1
