testo_pulito;count
incontro con medico di famiglia;1
infusione e gestione nutrizione parenterale totale;1
infusione di terapie ev;1
infusione di terapia ev  im;1
infusione di sol  fisiologica e o s glucosata  ;1
infusione di parenterale;1
infusione di npt;1
infusione di liquidi per idratazione;1
infusione di liquidi;1
infusione di farmaci;1
infusione di albumina umana;1
infusione di albumina o antibiotici ev;1
informazione ai familiari;1
infusione antibiotico terapia;1
infusione antibiotici;1
infusione albimona;1
infusionali;1
informazioni sulle procedure  da seguire a domicilio;1
informazioni relazione supporto;1
informazioni percorso richieste ausilii;1
informazioni del servizio;1
informazioni care giver;1
informazione educazione cargiver;1
informazione ed educazione al paziente e alla famiglia;1
informazione del paziente e caregiver;1
infusione cvc periferica;1
gestione catetere venoso periferico   cvp;1
gestione catetere venoso centrrale;1
gestione catetere venoso centrale o porth;1
gestione catetere venoso centrale  picc  e port a carth ;1
gestione catetere venosi periferici;1
gestione catetere venosi centrali periferici;1
gestione catetere venosi centrali inseriti perifericamente  picc o midline ;1
gestione catetere venosi centrali e periferici;1
gestione catetere venosi centrali  sist port_a_cat picc;1
gestione catetere veacicale;1
gestione catetere urinario e sue derivazioni;1
gestione pazienti palliativi;1
gestione catetere sovrapubico;1
gestione catetere periferico;1
gestione catetere centrale venoso;1
gestione catetere centrale npt;1
gestione catetere centrale e periferico;1
gestione catetere accessi venosi centrali e periferici;1
gestione catetei venosi centrali;1
gestione catersmo vescicale;1
gestione caterismi vescicali e stomie e peg;1
gestione cateri vescicali;1
gestione catereteri vescicali somie;1
gestione catetere urinario;1
gestione cateteri centrali e non;1
gestione cateteri centrali   periferici;1
gestione cateteri  vescicali;1
gestione catetere vescuacale;1
gestione catetere vescicsle;1
gestione catetere vescicate;1
gestione catetere vescicale stomie sng peg;1
gestione catetere vescicale o derivazioni urinarie;1
gestione catetere vescicale igiene posizionamento lavaggio;1
gestione catetere vescicale femminile e maschile;1
gestione catetere vescicale e derivazioni urinarie;1
gestione catetere venoso periferico centrale;1
gestione catetere vescicale drenaggi;1
gestione catetere vescicale a permanenza   sostituzione;1
gestione catetere vescicale  urostomie;1
gestione catetere vescicale  sostituzione  rimozione controllo  lavaggi ;1
gestione catetere vescicale  sostituzione  addestramento caregiver ;1
gestione catetere vescicale  e sostituzione;1
gestione catetere vescicale  derivazioni urinarie;1
gestione catetere vescicake;1
gestione catetere vesciale;1
gestione catetere vesc;1
gestione catetere venso periferico;1
gestione catetere vescicale e cistofix;1
gestione alvo e enterostomie;1
gestione alvo e diuresi;1
gestione alvo e derivazioni;1
gestione alvo e colonstomie;1
gestione alvo e catetere vescicali;1
gestione alvo con educazione alimentare  stomie peg tracheotomia;1
gestione alvo comprese le enterostomie;1
gestione alvo clistere evacuativo ect;1
gestione alvo clistere evacuativo;1
gestione alvo  flit clisma ;1
gestione alvo  clisteri evacuativi ecc;1
gestione catereri vescicale  gestione urostomie  ;1
gestione alvo  cavo orale  presidi respiratori  stomie  ;1
gestione alvo  canalizzazione su prescrizione;1
gestione alvo   clisma  irrigazioni  ecc  ;1
gestione alvo ;1
gestione altri di medicazioni   ferite chirurgiche  lesioni vascolari ecc  ;1
gestione altri device  peg  tracheo;1
gestione alimentazioni parenterale;1
gestione alimentazioni entrali e parenterali ecccc;1
gestione alimentazione per os;1
gestione alimentazione  disfagia  enterale  parenterale ;1
gestione alimentazione;1
gestione alvo  clisma evacuativo;1
gestione caterere;1
gestione catere venoso periferico;1
gestione catere venoso centrale;1
gestione catatere vescicale;1
gestione catatere venoso centrale;1
gestione cat vesc;1
gestione cat venoso periferico;1
gestione cat venosi centrali;1
gestione casi uvm socio sanitari;1
gestione cartelle;1
gestione canule tracheali;1
gestione alvo enterostomie;1
gestione cannula venosa centrale;1
gestione cannula tracheostomie;1
gestione cannula tracheostomica;1
gestione cambio cv;1
gestione c v c adulti bambini;1
gestione c  vescicali;1
gestione bendaggi elastici;1
gestione bambini diabetici;1
gestione avc  avp;1
gestione auto aziendale cambio gomme;1
gestione apparato intestinale;1
gestione alvo stomie;1
gestione canule centrali;1
gestione cvc  midline e picc;1
gestione cvc  midline  port  picc e simili;1
gestione cvc  midline  picc;1
gestione cvc  mid line;1
gestione cvc  medicazione e lavaggio ;1
gestione cvc  medicazione  lavaggio   ;1
gestione cvc   port e picc;1
gestione cvc    picc  cvc port  ;1
gestione cv terapie infusive;1
gestione cv periferici;1
gestione cv  urocontrol;1
gestione cateteri cescicali;1
gestione cure palliative;1
gestione controlo alvo;1
gestione contesti sociali difficile  attivando assistente sociale ;1
gestione contesti difficili sociali in collaborazione con assistente sociale;1
gestione con pompe per npt da  alimentazione  in pz  disfagici;1
gestione colostomie urostomie pielostomie;1
gestione colostomie urostomie e pielostomie;1
gestione colostomie;1
gestione colonstomie urostomie;1
gestione colonstomia  in generale educazione al care giver ;1
gestione colonstamie;1
gestione cv  lavaggio  rimozione  posizionamento ;1
gestione cvp e sottocute;1
gestione cvp cvc picc e port;1
gestione cvp cvc;1
gestione cvp  prelievi ematici;1
gestione cvp  cvc;1
gestione cvp   sottocutanei;1
gestione cvp   sc   cvc;1
gestione cvce cvp;1
gestione cvc port picc;1
gestione cvc port medline;1
gestione cvc port a cath;1
gestione cvc  tipo midline picc ;1
gestione cvc picc midline port;1
gestione cvc picc midline;1
gestione cvc pic peg ;1
gestione cvc ed npt;1
gestione cvc ecvp;1
gestione cvc e midline;1
gestione cvc e infusione nutriz parenterale;1
gestione cvc e infusione endovena;1
gestione cvc e alimentazione parenterale;1
gestione cvc e  cvp;1
gestione cvc cvp;1
gestione cvc a lungo termine;1
gestione cvc picc port;1
gestione cateteri vescicali  sovrapuvici;1
gestione cateteri vescicale e mobilizzazione;1
gestione cateteri vescicale  drenaggio   stomie;1
gestione cateteri vescicale   venoso centrale;1
gestione cateteri vesc ;1
gestione cateteri venosi vari;1
gestione cateteri venosi centrali port  picc  midline ;1
gestione cateteri venosi centrali picc midline e port;1
gestione cateteri venosi centrali picc e porh ;1
gestione cateteri venosi centrali perifeici;1
gestione cateteri venosi centrali e non;1
gestione clisteri evacuativi;1
gestione cateteri venosi centrali e  periferici;1
gestione cateteri venosi centrali  picc e port ;1
gestione cateteri venosi centrali  picc  porth;1
gestione cateteri venosi centrali   picc  midline  port  cath ;1
gestione cateteri venosi centrale;1
gestione cateteri venosi ;1
gestione cateteri venole;1
gestione cateteri vascicali;1
gestione cateteri nefrostromici;1
gestione cateteri nefrostomici e sovrapubici;1
gestione cateteri midline;1
gestione cateteri venosi centrali e canale endotracheali;1
gestione clisma;1
gestione cistostimia;1
gestione chemioterapie;1
gestione ceteteri vescicali;1
gestione catetrismo vescicale;1
gestione catetre vescicale;1
gestione cateteterismo vescicale;1
gestione cateteteri venosi centrali;1
gestione catetete vescicale;1
gestione cateterismo vescicale e urostomie;1
gestione cateterismo vescicale e derivazioni urinarie;1
gestione cateteri vescicali  venosi;1
gestione cateterismo vescicale   inserimento  cambio ;1
gestione cateterismo venoso periferico e centrale a inserzione periferica;1
gestione cateterismo venoso;1
gestione cateterismo veacicale;1
gestione cateterismo urinarie comprese le derivazioni;1
gestione cateterismo  urinario;1
gestione cateterismi venosi centrali;1
gestione cateterismi urostomie;1
gestione cateterino venoso centrale;1
gestione cateteri vescicali periferci e profondi;1
gestione cateteri vescicali ed alvo;1
gestione cateteri vescicali e derivazioni urologiche;1
gestione cateterismo vescicale derivazioni urinarie;1
gest stomia;1
gest nutriz parenterale;1
gest cvc;1
gest cv;1
gest  cateterismo urinario;1
gest  c v ;1
gesrione cv;1
gesione cv;1
gesione cateteri vesciali;1
gesione accessi venosi centrali;1
garantire terapia venosa sottocutanea;1
gestione ago ev sc;1
g ne;1
g cvc;1
g cv;1
frz;1
fornire un sostegno continuativo alla famiglia;1
fornire materiale;1
formazone caregiver;1
formazione nella gestione di infusione ev;1
formazione gestione diabete;1
formazione farmaci salvavita;1
formazione fare giver;1
g npt;1
gestione  e posizionamento catetere vescicale;1
gestione  e medicazioni lddp;1
gestione  e addestramento sng   gestione  e addestramento peg   net;1
gestione  drenaggi;1
gestione  cateterismo vescicale e addestramento alla gestione ed al controllo dello stesso;1
gestione  cateteri vescicali;1
gestione  cateteri vascolari;1
gestione  catetere venoso centrale;1
gestione  cambio peg;1
gestione  c atetere venoso centrale;1
gestione  accessi venosi centrali port e picc;1
gest tracheo;1
gestione  accessi venosi centrali  e periferici;1
gestione   sostituzione cv;1
gestione   sost cv;1
gestione   peg picc  porth;1
gestione   educazione stomie;1
gestione   educazione peg   sng;1
gestione   educazione alvo;1
gestiome cateteri venosi centrali;1
gestiobe sng;1
gestine entorostomie;1
gestine e sostituzione peg;1
gestiione educazione tracheostomie;1
gestione  accessi venosi centrali  picc  porth  minimidline;1
fleboclisi ev e sc;1
fleboclisi e posizionamento agocannula;1
fleboclisi  s c e v  i m ;1
fleboclisi  reperire accessi venosi;1
fleboclisi  o terapie endovenose;1
fleboclisi  ipodermoclisi;1
fleboclici;1
flebo terapie;1
flebo sottocutane;1
flebo per terapia;1
flebo clisi;1
formazione ed educazione sanitaria al pz e caregiver;1
flebloclisi;1
flebboclisi;1
fine vita;1
ferite traumatiche;1
ferite oncologiche;1
ferite chirurgiche e rimozione punti sutura;1
ferite chirurgi;1
ferita chirurgica;1
feboclisi;1
fasciature semplici e bendaggi;1
fasciature semplci;1
flebo  punture  prelievi;1
formazione e insegnamento ai familiari e care giver;1
formazione e addestramento alla prevenzione di ucp;1
formazione e addestramento alla gestione e somministrazione terapia;1
formazione e addestramento alla gestione di cateteri  sonde  drenaggi;1
formazione del care giver  preparazione terapia orale;1
formazione del care giver;1
formazione dei care giver;1
formazione care givers;1
formazione care giver;1
formazione  caregiver;1
formazione  addestramento care;1
fleboclisi in vena;1
followup telefonici;1
follow up di prestazioni effettuate da altri;1
follow up;1
fluidoterapia  in endovenosa e ipodermoclisi;1
flecoclisi;1
fleboterapia o ipodermoclisi;1
fleboterapia ipodermoclisi;1
fleboterapia ev sc;1
fleboterapa;1
fleboclusi;1
fleboclisi s c;1
fleboclisi per idratazione;1
formazione;1
gestione accessi venosi periferici  ev e sottocute ;1
gestione accessi venosi perif  e centrali;1
gestione accessi venosi impiantati;1
gestione accessi venosi e prelievi ematici;1
gestione accessi venosi e periferici;1
gestione accessi venosi crntrali;1
gestione accessi venosi centrali picc porth ecc ;1
gestione accessi venosi centrali picc;1
gestione accessi venosi centrali e venosi;1
gestione accessi venosi centrali e relative terapie;1
gestione accessi venosi centrali e perifericxi;1
gestione  e sostituzione catetere vescicale;1
gestione accessi venosi centrali e periferici e infusioni;1
gestione accessi venosi centrali e periferici  cvc port  picc  midline ;1
gestione accessi venosi centrali e cvp;1
gestione accessi venosi centrali  picc porth ;1
gestione accessi venosi centrali  picc  cvc   porth a cat ;1
gestione accessi venosi centrale  medicazione   terapia ;1
gestione accessi venosi centali   port  cath  picc  midline ;1
gestione accessi venosi a permanenza;1
gestione accessi venosi  terapia idratante endovenosa e sottocutanea ;1
gestione accessi venosi  stabili;1
gestione accessi venosi  sottocutanei;1
gestione accessi venosi centrali e periferici midline;1
gestione acessi venosi centrali;1
gestione accompagnamento del paziente terminale in equipe con le cure palliative o soli se non attivate ;1
gestione accesso venoso stabile;1
gestione accesso venoso centrale picc con medicazione e lavaggio;1
gestione accesso venoso centrale  picc  midline  port a cath ;1
gestione accesso venoso  centrale e periferico ;1
gestione accesso venosi stabili;1
gestione accesso venosi periferici;1
gestione accesso ev  sc ;1
gestione accesso centrali;1
gestione accessi venpsi periferici;1
gestione accessi venosi periferici centrali e fleboclisi;1
gestione accessi venosi stabili e  non;1
gestione accessi venosi stabili  picc  midline  port a cath ;1
gestione accessi venosi sotto cute;1
gestione accessi venosi profondi;1
gestione accessi venosi preiferici;1
gestione accessi venosi picc midline porth cvc ;1
gestione accessi venosi picc mid line;1
gestione accessi venosi peroferoci;1
gestione accessi venosi perifericie sottocutanei;1
gestione accessi venosi periferici o sottocutanei;1
gestione accessi venosi periferici e relative terapie;1
gestione accessi venosi periferici e fleboterapia;1
gestione accessi venosi tipo picc e midline;1
gestione accesdi venosi;1
gestione  terapia e v ;1
gestione  sostituzione catetere vescicali;1
gestione  sostituzione catetere vescicale;1
gestione  sostituzione  posizionamento s n g  e peg;1
gestione  sng;1
gestione  sa istituzione peg;1
gestione  riposizionamento peg;1
gestione  posizionamento catetere vescicale;1
gestione  picc  cvc;1
gestione  peg  com medicazioni e cambio;1
gestione accessi venosi  picc cvc ;1
gestione  nutrizione enterale;1
gestione  ne npt;1
gestione  midline;1
gestione  medicazione nefrostomie   urostomie;1
gestione  medicazione accessi venosi picc  port;1
gestione  inserimento sng peg;1
gestione  inserimento cv;1
gestione  infusioni;1
gestione  educazionetracheo;1
gestione  ed educazione nad  npt peg;1
gestione  e sostituzioni gastrostomie percutanea e alimentazione;1
gestione  nutrizione parenterale;1
gestione accessi venosi  cvc  porth a cath  picc  midline ;1
gestione accessi venosi  centrali;1
gestione accessi venosi   picc porth  ;1
gestione accessi venosi   medicazione picc e midline  ;1
gestione accessi venodi;1
gestione accessi venoci centrali;1
gestione accessi venisi centrali;1
gestione accessi vendite centrali;1
gestione accessi vasolari centrali e periferici;1
gestione accessi vascolari tipo picc;1
gestione accessi vascolari periferici  centrali e sottocutanei;1
gestione accesi venosi periferici  picc ;1
gestione accessi vascolari e periferici;1
gestione accessi vascolari e linee infusive;1
gestione accessi vascolari centrali e posizionamento e gestione periferici;1
gestione accessi vascolari   picc  porth  picc porth  medline  ficc   ;1
gestione accessi sottocutanei;1
gestione accessi periferici e centrali;1
gestione accessi parenterali;1
gestione accessi enterali;1
gestione accessi centrali periferici;1
gestione accessi centrali educazione;1
gestione accessi centrali  picc   port a cath  ;1
