testo_pulito;count
tenuta documentazione su cartella domiciliare e registrazione di prestazioni su applicativo regionale e condivisione del caso con mmg e colleghi coinvolti;1
tampone lesioni;1
tampone naso faringeo;1
tampone per colture;1
tamponi culturali;1
tamponi cutanei;1
tamponi domiciliari covid;1
tanta educazione sanitaria;1
tao prelievo capillare;1
svuotamento manuale di feci;1
svuotamento rettale;1
svuotamento rettale manuale;1
t infusiva;1
taid;1
talvolta medicazioni;1
talvolta prelievo domiciliare;1
tampone;1
supporto terapia del dolore  collaborazione con cure palliative;1
supporto visita paracentesi trasfusioni etc;1
supporto visite o trasferimenti;1
supporto visite specialistiche;1
svama;1
svuotamento drenaggi;1
svuotamento intestinale;1
svuotamento manuale ampolla rettale;1
terapia educazionale gestione stomie;1
applicazioni terapie ev im ipodermo;1
appne catetere vescicale;1
approccio familiaresupporto e aiuto;1
approccio palliativo supporto e aiuto;1
approvvigionamento farmaci;1
arti inferiori;1
ascolto alla famiglia  paziente;1
terapia con elastomero;1
terapia con palliatori;1
terapia con pompa elastometrica;1
terapia con posizionamenti elastomeri;1
terapia di supporto;1
terapia di supporto psicologico;1
terapia e v  i m s c;1
terapia edovena;1
terapia a pressione negativa;1
terapia a pressione negativa vac;1
terapia alimentari;1
terapia antibiotica endovena;1
terapia antibiotica endovenosa;1
terapia antibiotica ev i m s c;1
terapia antibiotico con sorveglianza;1
terapia antiniotica;1
ter ev;1
terapi ev;1
terapia  idratante ed infusiva npt;1
terapia  im;1
terapia  infusionale;1
terapia  infusiva endovena;1
terapia  per via intramuscolo;1
terapia  scim;1
terapia elastomero;1
terapia endovena e sottocute;1
terapia endovena in infusione;1
terapia endovena inramuscolare e sotto cute;1
terapia endovenaipoderma;1
terapia endovenaipodermo;1
terapia endovenasottocutanea;1
terapia endovenasottocute;1
ascolto supporto al paziente e alla famiglia;1
ascolto supporto al paziente e famiglia;1
ascolto supporto al pz famiglia;1
ascolto supporto psicologico;1
ascolto supporto utente e caregiver;1
ascolto utente famiglia;1
terapia elastomerica;1
terapia elastomerica terapia iniettiva sc;1
ascolto e supporto al paziente ed alla famiglia;1
ascolto e supporto alla famiglia e al paziente;1
ascolto e supporto alla famiglia e caregiver;1
ascolto e supporto psicologico;1
ascolto famiglia  e paziente;1
ascolto pazientefamiglia;1
ascolto pz familiare;1
ascolto supporto a paziente e famiglia;1
ascolto attivo  sostegno emotivo;1
ascolto attivosostegno psicologico;1
ascolto attivosupporto paziente e familiare;1
ascolto della persona sia utente che caregiver;1
ascolto e supporto;1
ascolto e supporto al caregiverfamiliari;1
ascolto e supporto al paziente e famiglia;1
ascolto e supporto al paziente e familiari;1
terapia enterale ed parenterale;1
terapia estemporanea;1
terapia ev  prelievi;1
terapia ev  sc;1
terapia ev  sc  im;1
terapia ev  sc im;1
terapia ev e gestione degli accessi periferici;1
terapia ev e ipodermica;1
terapia endovenosasottocutanea;1
terapia endovenosasottocutanea in infusione;1
terapia endovenosasottocute;1
terapia endovenose intramuscolari sottocutanee e orali;1
terapia endovesa;1
terapia endvenosa infusionale;1
terapia enovenosa;1
terapia enterable nutrizionale;1
terapia endovenosa e sottocutanea in infusione;1
terapia endovenosa idratante e antibiotca;1
terapia endovenosa idratante eo nutrizionale;1
terapia endovenosa in infusionesottocutanea;1
terapia endovenosa infusionale;1
terapia endovenosa o ipodermica;1
terapia endovenosa sc  im;1
terapia endovenosamuscolaresotto cute ;1
terapia endovenosa  sc im;1
terapia endovenosa con accesso sottocutaneo;1
terapia endovenosa con accesso venoso periferico;1
terapia endovenosa e gestione accessi venosi;1
terapia endovenosa e gestione nutrizione parenteral ed enterale;1
terapia endovenosa e ipodermo;1
terapia endovenosa e sattocute;1
terapia endovenosa e sc;1
terapia idratante in ipodermo;1
terapia idratante ipodermica;1
terapia idratante sottocutanea;1
terapia im e sottocute;1
antibiotici fascia h;1
antibiotico terapia;1
antibiotico terapia tramite accessi venosi centrali;1
antibioticoterapia;1
terapia farmacologica ev sc os;1
terapia farmacologica parenterale sottocutanea o intramuscolare;1
terapia flebologia  ev;1
terapia i funzionale endovenosa ed intramuscolo;1
terapia i m;1
terapia i m e sc;1
terapia idratanta endovenosa;1
terapia idratante ev o ipodermica;1
terapia ev idratante;1
terapia ev im;1
terapia ev im sc ecc;1
terapia ev ipo im sc orale;1
terapia ev o intramuscolare;1
terapia ev sc e im;1
terapia evimsc anche con pompe infusionali;1
terapia evsottocutanea;1
terapia ev e ipodermo;1
terapia ev e parenterali;1
terapia ev e sottocute;1
terapia ev ed educazione;1
terapia ev ed im;1
terapia ev farmacologica;1
terapia ev fisiolglucper idratazione;1
terapia ev gestione cvc;1
applicazioni impacchi e bendaggi;1
terapia im e sscut;1
terapia im ev infusiva;1
terapia im o sc es idratazione;1
terapia imevsc;1
terapia imscev;1
terapia in elastomero sottocute;1
terapia in sc;1
applicazione ed educativo di terapia sc idratante;1
applicazione fleboclisi;1
applicazione fluidoterapia;1
applicazione terapia cutanea;1
applicazione terapia in vena;1
applicazione vac;1
applicazioni accessi sottocutanei;1
applicazioni cerotto trasdermico;1
applicazione accesso venoso periferico;1
applicazione cvp;1
applicazione di accessi venosi periferici o sottocute;1
applicazione di catetere vescicale sia maschio che femmina ;1
applicazione di liquidi ev;1
applicazione di terapia ev;1
applicazione e sostituzione cateteri vescicali;1
applicazione e sostituzione cv;1
antibioticoterapia ev;1
antibioticoyerapua;1
antidekubitusversorgung;1
apertura adi insieme a mmg;1
apertura cure palliative;1
aperture  cartelle a  domicilio;1
aplicazione  catetere vescicale;1
applicazione  terapia infusionale;1
terapia infusionale sottocute  ipodermoclisi;1
terapia infusionale sottocute e endovena;1
terapia infusionale tramite accessi periferici;1
terapia infusionaleidratazione;1
terapia infusionali sc;1
terapia infusionanale;1
terapia infusione;1
terapia infusione ev sotto cute e im;1
terapia infusionale iniettiva sottocutanea ev;1
terapia infusionale intramuscolare;1
terapia infusionale intramuscolare e sottocutanea;1
terapia infusionale reidratante sottocutanea;1
terapia infusionale reidreatante;1
terapia infusionale scev  e im;1
terapia infusionale sottocutanea;1
terapia infusionale sottocutanea e venosa;1
terapia infusionale endovenosa e sottocutanea;1
terapia infusionale ev e sc;1
terapia infusionale ev in pz oncologici;1
terapia infusionale ev periferica;1
terapia infusionale ev sc intamuscolare;1
terapia infusionale evipodermo ntp;1
terapia infusionale in periferico;1
terapia infusionale in sc;1
terapia inffusiva;1
terapia infusi a;1
terapia infusioale;1
terapia infusionale  ev im;1
terapia infusionale comprese npt elastomeri;1
terapia infusionale e sottocutaneo;1
terapia infusionale endovenosa e idratante;1
terapia infusionale endovenosa e ipodermica;1
terapia infusor;1
terapia infusuva;1
terapia iniettiva ev;1
terapia iniettiva im;1
terapia iniettiva intramuscolare e sottocutanea;1
terapia iniettiva intramuscolare o sottocutanea;1
terapia iniettiva muscolare;1
terapia iniettiva sc;1
terapia infusiva sc ed ev;1
terapia infusiva sc im;1
terapia infusiva sottocute;1
terapia infusiva tramite cvcpiccmidline;1
terapia infusive;1
terapia infusive endovenose;1
terapia infusivonale;1
terapia infusonale;1
terapia infusiva ev e sc;1
terapia infusiva ev ipodermica;1
terapia infusiva fleboclisi;1
terapia infusiva idratante;1
terapia infusiva intramuscolare  sottocutanea;1
terapia infusiva npt ev ipo;1
terapia infusiva sc e ev;1
terapia infusiva sc e ev trasferimento competenze addestramento educazione colloqui;1
terapia infusione sc ed ev;1
terapia infusioni le;1
terapia infusiva   intramuscolari terapia sc;1
terapia infusiva antibiotica;1
terapia infusiva e gestione accessi venosi;1
terapia infusiva e intramuscolo;1
terapia infusiva e nutrizioni parenterali;1
terapia infusiva endovenosa cvp;1
alvo;1
amministrazione burocratica e gestione cartelle;1
anlage von blasenkatheter;1
terapia iniettivaendovenosa;1
terapia iniettive;1
terapia inniettiva;1
terapia insulinica;1
terapia insulinica nei bambini diabetici nelle scuole;1
aiuto per formulari richieste dat;1
aiuto psicologico;1
albumina infermiere;1
alimentazione enterale e parenterale;1
alimentazione enteraleparenterale;1
alimentazione enteralepeg;1
alimentazione peg;1
alimentazioni parenterali;1
aghi sottocute tp idratante;1
aiutare il soggetto a gestire la propria malattia o disabilita;1
aiuto al caregiver nella corretta gestione della terapia e addestramento;1
aiuto nel igene;1
aiuto nella comunicazione con il medico specialista;1
aiuto nella evacuazione intestinale;1
aiuto organizzazione della routine giornaliera dei familiari;1
aiuto parenti;1
terapia iniettiva sottocutaneo trasdermica;1
addestramentoeducazione alla famiglia;1
addrestramento badanti e care giver per igiene personale;1
aderenza ai progetti scompenso;1
aderenza terapeutica;1
aerosolterapia;1
affiancamento  specialista;1
affiancare studenti infermieristica;1
terapia os ev sc im;1
terapia os sc e ev;1
terapia os sc ev;1
terapia palliative;1
terapia parenterale e gestione bambini diabetici a scuola;1
terapia parenterale e ipodermoclisi;1
terapia parenterale eo infusiva;1
terapia parenterale gestione accessi venosi centrali e terapia  ipodermo;1
terapia npt;1
terapia nutrizionale;1
terapia nutrizionale  parenterale;1
terapia nutrizionali parenterali;1
terapia obiettiva im sc;1
terapia orale intramuscolare;1
terapia orale sottocutanea infusionale intramuscolare;1
terapia os;1
terapia intramuscolare sottocute endovena;1
terapia intramuscolari;1
terapia intramuscolo e sottocutanea;1
terapia intramuscolo e sottocute;1
terapia intramuscolo o sottocutanea;1
terapia intramuscolo o sottocute;1
terapia ipodermiche;1
terapia iv;1
terapia insulinica scuole;1
terapia intra muscolare;1
terapia intramusciolare;1
terapia intramuscolare e sottocute;1
terapia intramuscolare ev sc;1
terapia intramuscolare o endovenosa;1
terapia intramuscolare sottocutaneo;1
terapia intramuscolare sottocute ecc;1
terapia sottocutanea e intramuscolare;1
terapia sottocutanea ed endovenosa;1
terapia sottocutanea endovenosa e intramuscolare;1
terapia sottocutanea intramuscolare;1
terapia sottocutaneaendovenosa intramuscolare;1
terapia sottocutaneaintramuscolare;1
terapia sottocutanee;1
terapia sottocutaneo;1
terapia sc im ev;1
terapia sc im ev ipodermica;1
terapia sc o ev;1
terapia scev;1
terapia scim;1
terapia scimev;1
terapia sottocuranea;1
terapia sottocutanea con addestramento;1
terapia reidratante endovenosa;1
terapia reidratante evipodermoclisi;1
terapia reidratante sottocute;1
terapia reidratanti ev;1
terapia sc ev im;1
terapia sc idratazione;1
terapia sc im ed endovenosa;1
terapia sc im ed ev;1
terapia parenterale im sc x os;1
terapia parenteraleenterale;1
terapia per le diverse vie di somministrazione;1
terapia per os;1
terapia per ucc;1
terapia per via endovenosa;1
terapia pressione negativa;1
terapia reidratante di supporto;1
terapie antibiotiche infusionali o intramuscolo;1
terapie anticipate pazienti palliative;1
terapie attraverso varie vie di somministrazione anche infusionali;1
terapie compressive;1
terapie con elastomero;1
terapie del dolore;1
terapie e v;1
terapie edovenose;1
terapia x controllo dolore;1
terapiabparenterale;1
terapiaev;1
terapiaev  im sc;1
terapiai nfusionale;1
terapie;1
terapie  ev;1
terapie antibiotiche endovena;1
terapia sottocute o endovenosa;1
terapia sottocute o im;1
terapia tramite peg;1
terapia venisa;1
terapia venosa intramuscolare sottocutanea;1
terapia venosa reidratante;1
terapia venosa sottocutanea;1
terapia venose flebo ecc;1
terapia sottocutaneo e intramuscolare;1
terapia sottocutaneo intramuscolo;1
terapia sottocutania;1
terapia sottocute e endovena;1
terapia sottocute e im;1
terapia sottocute e intramuscolare;1
terapia sottocute e intramuscolo;1
terapia sottocute intramuscolare;1
addestramento famigliari;1
addestramento famigliari e caregiver;1
addestramento famigliaripersonale;1
addestramento familiari e o badanti;1
addestramento gestione alvo;1
addestramento gestione net tramite peg;1
addestramento gestione terapia endovenosa;1
addestramento gestione terapie endovena e accessi venosi;1
terapie ev im  sc;1
terapie ev im sc enterale;1
terapie ev tin;1
terapie evimipodermo;1
terapie evimsc;1
terapie farmacologiche;1
terapie idratanti;1
addestramento famigliare;1
terapie endovenose nutrizioni parenterali eo enterali;1
terapie endovenoseipoderma;1
terapie endovenosi;1
terapie ev  npt;1
terapie ev come taid npt;1
terapie ev e im;1
terapie ev e sc;1
terapie ev ed idratanti ;1
terapie endovenosa e sottocutaneo in base alla prescrizione;1
terapie endovenosa e sottocute;1
terapie endovenose  tpim;1
terapie endovenose compresa albunina ev;1
terapie endovenose e intramuscolari;1
terapie endovenose idratanti;1
terapie endovenose imsc;1
terapie endovenose intramuascolari e sottocutanee emotrasfusioni;1
terapie im ev sc;1
terapie im sc;1
terapie im sc ipodermo ev;1
terapie imsc;1
terapie imscos;1
terapie in cvc;1
terapie inettiveinfusive;1
terapie infuisonali;1
addestramento terapia tpn e peg;1
addestramento tracheostomia;1
addestramento utente  caregiver;1
addestramento vario ai familiari badanti;1
addestramentoeducazione ai famigliari care giver;1
terapie idratanti  farmacologiche;1
terapie im e endovenose;1
