index	macroprestazione	testo	testo_pulito	cod_valoremedio_liquidazione
35972	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Terapie EV come TAID, NPT	terapie ev come taid npt	016T
35974	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	prelievi	prelievi	033T
35979	procedure clinico assistenziali	gestione e sostituzione peg	gestione e sostituzione peg	055T
35980	procedure clinico assistenziali	gestione PICC - FICC	gestione picc  ficc	007T
35983	Educazione Sanitaria	supporto psicologico	supporto psicologico	169R
35984	Cure Palliative	Valutazione del dolore	valutazione del dolore	004T
35986	procedure clinico assistenziali	gestione port cath	gestione port cath	007T
35988	procedure clinico assistenziali	nutrizioni enterali e parenterali	nutrizioni enterali e parenterali	016T
35990	PAI, pianificazione, valutazione	visite congiunte in team con dottori e specialisti	visite congiunte in team con dottori e specialisti	038T
35992	procedure clinico assistenziali	GESTIONE STOMIE URO E COLON	gestione stomie uro e colon	079T
35994	PAI, pianificazione, valutazione	visite integrate con mmg e\o palliativisti	visite integrate con mmg eo palliativisti	038T
35996	procedure clinico assistenziali	gestione stomia	gestione stomia	079T
36004	PAI, pianificazione, valutazione	incontro con medico di famiglia	incontro con medico di famiglia	038T
36005	procedure clinico assistenziali	tpn/enterale	tpnenterale	016T
36011	Medicazioni Avanzate	Medicazioni	medicazioni	031T
36013	PAI, pianificazione, valutazione	Visite con medici	visite con medici	038T
36021	procedure clinico assistenziali	Gestione e cura di colonstomia, urostomie, ileostomie	gestione e cura di colonstomia urostomie ileostomie	079T
36023	procedure clinico assistenziali	sostituz cateteri vescicali	sostituz cateteri vescicali	065T
36028	procedure clinico assistenziali	gestione alvo	gestione alvo	075T
36029	procedure clinico assistenziali	gestione alvo	gestione alvo	075T
36035	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Nutrizione parenterale e peg	nutrizione parenterale e peg	055T
36041	procedure clinico assistenziali	Gestione contesti sociali difficile( attivando assistente sociale)	gestione contesti sociali difficile attivando assistente sociale	169R
36042	procedure clinico assistenziali	Gestione contesti difficili sociali in collaborazione con assistente sociale	gestione contesti difficili sociali in collaborazione con assistente sociale	169R
36043	procedure clinico assistenziali	Igiene a letto	igiene a letto	105R
36044	procedure clinico assistenziali	Terapia sottocute	terapia sottocute	019T
36048	procedure clinico assistenziali	Posizionamento terapia sc	posizionamento terapia sc	019T
36049	Medicazione semplice	Fasciature	fasciature	023T
36050	Educazione Sanitaria	Educazione sanitaria pz e caregiver	educazione sanitaria pz e caregiver	122R
36055	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Prelievi domiciliari	prelievi domiciliari	033T
36057	procedure clinico assistenziali	Bendaggi	bendaggi	023T
36060	Educazione Sanitaria	Educazione sanitaria	educazione sanitaria	122R
36062	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Prelievi	prelievi	033T
36066	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Gestione cvc	gestione cvc	007T
36071	procedure clinico assistenziali	Gestione peg e posizionamento nutrizione enterale	gestione peg e posizionamento nutrizione enterale	055T
36075	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	medicazione accessi venosi	medicazione accessi venosi	020T
36082	PAI, pianificazione, valutazione	Valutaziome sintomi	valutaziome sintomi	004T
36085	Monitoraggi e Misurazioni	Misurazione parametri vitali	misurazione parametri vitali	004T
36087	procedure clinico assistenziali	Relazione con paziente e famiglia	relazione con paziente e famiglia	169R
36089	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Prelievi venosi	prelievi venosi	033T
36094	procedure clinico assistenziali	Esecuzione esami colturali	esecuzione esami colturali	033T
36099	Medicazioni Avanzate	Toilette chirurgica lesioni decubito	toilette chirurgica lesioni decubito	031T
36100	PAI, pianificazione, valutazione	Primi accessi	primi accessi	002T
36102	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Medicazione accesso venoso	medicazione accesso venoso	031T
36106	procedure clinico assistenziali	Reperimento accesso venoso con cvp	reperimento accesso venoso con cvp	020T
36107	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Assistenza emotrasfusione	assistenza emotrasfusione	016T
36108	Educazione Sanitaria	Educazione gestione tracheo e drenaggi	educazione gestione tracheo e drenaggi	046T
36110	procedure clinico assistenziali	Igiene e postura dell '  assistito	igiene e postura dell   assistito	105T
36111	procedure clinico assistenziali	Reperimento accesso venoso	reperimento accesso venoso	020T
36112	Monitoraggi e Misurazioni	Controllo sintomi	controllo sintomi	004T
36113	procedure clinico assistenziali	reperimento accesso venoso	reperimento accesso venoso	020T
36124	PAI, pianificazione, valutazione	Accertamento infermieristico	accertamento infermieristico	002T
36126	Educazione Sanitaria	Educazione e insegnamento gestione	educazione e insegnamento gestione	122R
36129	Educazione Sanitaria	Supporto alla famiglia	supporto alla famiglia	169R
36138	procedure clinico assistenziali	Terapia sottocutanea	terapia sottocutanea	019T
36144	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Prelievi	prelievi	033T
36145	Educazione Sanitaria	Sostegno alla famiglia	sostegno alla famiglia	169R
36148	procedure clinico assistenziali	aiuto psicologico	aiuto psicologico	169R
36151	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Prelievi	prelievi	033T
36153	procedure clinico assistenziali	terapia iniettiva	terapia iniettiva	016T
36155	Educazione Sanitaria	supporto caregiver	supporto caregiver	122R
36165	PAI, pianificazione, valutazione	Colloquio con Mmg e altri specialisti	colloquio con mmg e altri specialisti	038T
36169	procedure clinico assistenziali	Gestione tracheostomie	gestione tracheostomie	046T
36173	Educazione Sanitaria	Family conference	family conference	169R
36176	Monitoraggi e Misurazioni	Parametri vitali	parametri vitali	004T
36177	Educazione Sanitaria	Educazione alla postura del pz	educazione alla postura del pz	122R
36182	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Prelievi ematici	prelievi ematici	033T
36186	procedure clinico assistenziali	Gestione NPT	gestione npt	016T
36190	procedure clinico assistenziali	Gestione tracheo e peg	gestione tracheo e peg	055T
36191	Educazione Sanitaria	Educazione terapeutica	educazione terapeutica	122R
36196	procedure clinico assistenziali	Gestione cateterismo vescicale	gestione cateterismo vescicale	065T
36204	procedure clinico assistenziali	Sostituzione Sng	sostituzione sng	055T
36205	procedure clinico assistenziali	Sostituzione sng	sostituzione sng	055T
36206	Educazione Sanitaria	Educazione sanitaria al care giver	educazione sanitaria al care giver	122R
36207	procedure clinico assistenziali	Igiene del letto e igiene del paziente	igiene del letto e igiene del paziente	105R
36208	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	antibiotico terapia tramite accessi venosi centrali	antibiotico terapia tramite accessi venosi centrali	007T
36209	procedure clinico assistenziali	gestione terapia insulinica	gestione terapia insulinica	019T
36210	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Gestione Port a cath	gestione port a cath	007T
36212	procedure clinico assistenziali	gestione TRACHEO	gestione tracheo	046T
36217	procedure clinico assistenziali	terapia intramuscolare o sottocutanea	terapia intramuscolare o sottocutanea	019T
36222	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	trasfusioni	trasfusioni	016T
36224	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	prelievi	prelievi	033T
36227	Monitoraggi e Misurazioni	controlli parametri vitali	controlli parametri vitali	004T
36229	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	infusioni endovenose od ipodermoclisi	infusioni endovenose od ipodermoclisi	016T
36236	Educazione Sanitaria	educazione alle posture/mobilizzazione	educazione alle posturemobilizzazione	091T
36238	procedure clinico assistenziali	fleboclisi	fleboclisi	016T
36239	Educazione Sanitaria	educazione alla gestione dell'alvo	educazione alla gestione dellalvo	075R
36240	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	medicazione PICC	medicazione picc	031T
36241	PAI, pianificazione, valutazione	Gestione e facilitazione delle relazioni con MMG e altri Professionisti della rete multidisciplinare	gestione e facilitazione delle relazioni con mmg e altri professionisti della rete multidisciplinare	038T
36242	procedure clinico assistenziali	Clistere	clistere	080T
36244	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	prelievi ematici e capillari	prelievi ematici e capillari	033T
36246	procedure clinico assistenziali	clisteri evacuativi	clisteri evacuativi	080T
36247	Educazione Sanitaria	educazione terapeutica	educazione terapeutica	122R
36249	procedure clinico assistenziali	igiene della persona	igiene della persona	105R
36250	procedure clinico assistenziali	IGIENE DELLA PERSONA	igiene della persona	105R
36251	Medicazione semplice	bendaggi	bendaggi	023T
36252	Cure Palliative	Gestione dolore	gestione dolore	004T
36253	procedure clinico assistenziali	somministrazione/gestione npt e medicazione/gestione cvc	somministrazionegestione npt e medicazionegestione cvc	016T
36254	Educazione Sanitaria	educazione	educazione	122R
36257	procedure clinico assistenziali	clisteri evacuativi e medicati	clisteri evacuativi e medicati	080T
36263	Educazione Sanitaria	educazione sanitaria - sostegno all'assistito, al caregiver e familiari	educazione sanitaria  sostegno allassistito al caregiver e familiari	122R
36264	procedure clinico assistenziali	GESTIONE E SOSTITUZIONE PEG	gestione e sostituzione peg	055T
36269	procedure clinico assistenziali	gestione NPT	gestione npt	016T
36272	procedure clinico assistenziali	clisteri	clisteri	080T
36273	Educazione Sanitaria	Educazione gestione terapie parenterali	educazione gestione terapie parenterali	016T
36274	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	gestione cvc	gestione cvc	007T
36276	procedure clinico assistenziali	infusioni via ipodermica/endovenosa	infusioni via ipodermicaendovenosa	016T
36277	procedure clinico assistenziali	cambio cateteri vescicali	cambio cateteri vescicali	065T
36278	procedure clinico assistenziali	gestione peg	gestione peg	055T
36280	procedure clinico assistenziali	gestione cateteri vescicali	gestione cateteri vescicali	065T
36281	Educazione Sanitaria	educazione sanitaria,supporto psicologico all'assistito al caregiver e familiari	educazione sanitariasupporto psicologico allassistito al caregiver e familiari	122R
36286	PAI, pianificazione, valutazione	Condivisione del PAI	condivisione del pai	002T
36287	procedure clinico assistenziali	terapia reidratante	terapia reidratante	016T
36288	procedure clinico assistenziali	clisteri evacuativi	clisteri evacuativi	080T
36289	Medicazione semplice	Medicazione e gestione PEG	medicazione e gestione peg	055T
36290	Educazione Sanitaria	supporto emotivo- educativo al paziente, al care giver e famiglia	supporto emotivo educativo al paziente al care giver e famiglia	169R
36294	procedure clinico assistenziali	lavaggi drenaggio	lavaggi drenaggio	028T
36299	procedure clinico assistenziali	gestione Peg /sostituzione	gestione peg sostituzione	055T
36300	procedure clinico assistenziali	clisteri	clisteri	080T
36301	Educazione Sanitaria	Educazione sanitaria	educazione sanitaria	122R
36302	procedure clinico assistenziali	gestione alvo	gestione alvo	075R
36305	procedure clinico assistenziali	esecuzione intramuscolo	esecuzione intramuscolo	019T
36307	Medicazione semplice	bendaggi	bendaggi	023T
36309	Medicazione semplice	rimozione punti di sutura	rimozione punti di sutura	031T
36310	Monitoraggi e Misurazioni	monitoraggio parametri vitali	monitoraggio parametri vitali	004T
36316	procedure clinico assistenziali	gestione/ riposizionamento Peg	gestione riposizionamento peg	055T
36317	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	prelievi	prelievi	033T
36318	procedure clinico assistenziali	gestione stomia	gestione stomia	079T
36319	procedure clinico assistenziali	gestione peg	gestione peg	055T
36327	Medicazioni Avanzate	medicazione ferite chirurgiche	medicazione ferite chirurgiche	031T
36329	procedure clinico assistenziali	ASSISTENZA PSICOLOGICA AL PZ E CARE GIVER	assistenza psicologica al pz e care giver	169R
36332	procedure clinico assistenziali	gestione catetere vescicale	gestione catetere vescicale	065T
36333	procedure clinico assistenziali	Esecuzione Esame ECG	esecuzione esame ecg	009T
36335	procedure clinico assistenziali	clisteri evacuativi	clisteri evacuativi	080T
36336	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Trasfusioni	trasfusioni	016T
36337	procedure clinico assistenziali	gestione peg	gestione peg	055T
36339	procedure clinico assistenziali	GESTIONE DELLE STOMIE	gestione delle stomie	079T
36350	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	trasfusioni	trasfusioni	016T
36351	procedure clinico assistenziali	gestione stomie	gestione stomie	079T
36352	procedure clinico assistenziali	assistenza e programmazione emotrasfusioni	assistenza e programmazione emotrasfusioni	016T
36353	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	prelievi ematici	prelievi ematici	033T
36356	Educazione Sanitaria	educazione sanitaria	educazione sanitaria	122R
36357	procedure clinico assistenziali	clisma evacuativo	clisma evacuativo	080T
36366	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	prelievi ematici	prelievi ematici	033T
36374	PAI, pianificazione, valutazione	programmazione accessi di monitoraggio	programmazione accessi di monitoraggio	004T
36382	procedure clinico assistenziali	gestione alvo	gestione alvo	075T
36385	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	posizionamento cv,accessi venosi e relativa gestione	posizionamento cvaccessi venosi e relativa gestione	020T
36386	procedure clinico assistenziali	Gestione stomie, peg	gestione stomie peg	055T
36387	procedure clinico assistenziali	gestoni  stomie peg	gestoni  stomie peg	055T
36388	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Gestione accessi venosi centrali	gestione accessi venosi centrali	007T
36390	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	Gestione linee venose	gestione linee venose	020T
36392	procedure clinico assistenziali	Gestione drenaggi	gestione drenaggi	028T
36393	Medicazione semplice	Ferite chirurgiche	ferite chirurgiche	031T
36396	PAI, pianificazione, valutazione	visite domiciliare con specialista medico	visite domiciliare con specialista medico	038T
36397	procedure clinico assistenziali	CLISTERE EVACUATIVO	clistere evacuativo	080T
36398	Accesso Vascolare, Terapia Infusiva, Prelievo Ematico	prelievi domiciliari/ emogas analisi	prelievi domiciliari emogas analisi	033T
36402	procedure clinico assistenziali	CAMBI STOMIE	cambi stomie	079T
36412	procedure clinico assistenziali	terapia im e ss/cut	terapia im e sscut	019T
36413	PAI, pianificazione, valutazione	Rivalutazione generale paziente e valutazione ambiente domestico	rivalutazione generale paziente e valutazione ambiente domestico	002T
36417	procedure clinico assistenziali	gestione nefrostomie/peg	gestione nefrostomiepeg	005T
36418	Monitoraggi e Misurazioni	rilevazione parametri	rilevazione parametri	004T
36419	procedure clinico assistenziali	Gestione catetere vescicale	gestione catetere vescicale	065T
36421	Educazione Sanitaria	COLLOQUI CON IL PAZIENTE	colloqui con il paziente	169R
36422	procedure clinico assistenziali	Gestione catetere vescicale	gestione catetere vescicale	065T
36425	Educazione Sanitaria	Educazione alla gestione della terapia	educazione alla gestione della terapia	122R
